dsp clock from the systime interface: 546045534479
sequence_number, timestamp(us), updated_timestamp(us), acc_x, acc_y, acc_z, ang_x, ang_y, ang_z, temperature_C
259204, 543525585, 548488702, -0.39, -0.25, 1.05, 0.05, 0.13, -0.07, 42.31
259205, 543527569, 548490686, -0.20, -0.30, -0.87, 0.20, -0.29, -0.10, 42.27
259206, 543529583, 548492700, 0.08, 0.01, 1.40, 0.39, -0.70, -0.04, 42.27
259207, 543531567, 548494684, 0.57, 0.35, 0.79, 0.22, -0.49, 0.05, 42.27
259208, 543533581, 548496698, 0.01, -0.05, 0.53, -0.08, 0.47, 0.08, 42.26
259209, 543535565, 548498682, -0.23, -0.25, 1.66, 0.07, 0.50, 0.02, 42.28
259210, 543537580, 548500697, -0.47, -0.19, 0.85, 0.07, 0.00, -0.07, 42.27
259211, 543539563, 548502680, -0.05, -0.18, -0.74, 0.25, -0.39, -0.10, 42.27
259212, 543541578, 548504695, 0.27, 0.26, 1.75, 0.40, -0.77, -0.03, 42.25
259213, 543543562, 548506679, 0.66, 0.37, 0.63, 0.20, -0.47, 0.05, 42.24
259214, 543545576, 548508693, 0.50, 0.33, 2.57, 0.05, 0.11, 0.09, 42.30
259215, 543547560, 548510677, -0.12, -0.15, 0.46, -0.14, 0.61, 0.09, 42.27
259216, 543549574, 548512691, -0.36, -0.28, 1.42, 0.06, 0.62, 0.01, 42.24
259217, 543551558, 548514675, -0.62, -0.21, 0.99, 0.13, -0.06, -0.06, 42.24
259218, 543553572, 548516689, 0.02, -0.15, -0.43, 0.30, -0.48, -0.10, 42.29
259219, 543555587, 548518704, 0.26, 0.34, 1.42, 0.35, -0.81, -0.04, 42.23
259220, 543557571, 548520688, 0.78, 0.30, 0.37, 0.21, -0.47, 0.03, 42.27
259221, 543559585, 548522702, 0.41, 0.35, 3.29, 0.09, 0.06, 0.08, 42.24
259222, 543561569, 548524686, -0.10, -0.16, 0.34, -0.16, 0.67, 0.08, 42.24
259223, 543563583, 548526700, -0.46, -0.38, 0.66, 0.02, 0.68, 0.01, 42.25
259224, 543565567, 548528684, -0.62, -0.22, 1.25, 0.19, -0.13, -0.05, 42.26
259225, 543567582, 548530699, 0.10, -0.08, 0.08, 0.35, -0.60, -0.08, 42.24
259226, 543569565, 548532682, 0.32, 0.45, 1.00, 0.31, -0.80, -0.02, 42.30
259227, 543571580, 548534697, 0.86, 0.28, 0.53, 0.25, -0.39, 0.03, 42.24
259228, 543573564, 548536681, 0.30, 0.30, 3.18, 0.08, 0.12, 0.07, 42.23
259229, 543575578, 548538695, -0.13, -0.22, 0.40, -0.18, 0.72, 0.05, 42.26
259230, 543577562, 548540679, -0.48, -0.35, 0.79, -0.05, 0.64, -0.01, 42.27
259231, 543579576, 548542693, -0.43, -0.26, 1.16, 0.27, -0.24, -0.06, 42.29
259232, 543581560, 548544677, 0.12, 0.15, 0.47, 0.44, -0.69, -0.06, 42.28
259233, 543583574, 548546691, 0.29, 0.53, 0.43, 0.28, -0.72, -0.01, 42.27
259234, 543585558, 548548675, 0.88, 0.30, 0.78, 0.20, -0.21, 0.02, 42.30
259235, 543587573, 548550690, 0.14, 0.08, 2.93, -0.03, 0.19, 0.07, 42.27
259236, 543589587, 548552704, -0.09, -0.25, 0.94, -0.17, 0.69, 0.05, 42.27
259237, 543591571, 548554688, -0.53, -0.48, 0.52, -0.03, 0.50, -0.01, 42.25
259238, 543593585, 548556702, -0.34, -0.25, 0.91, 0.36, -0.28, -0.04, 42.26
259239, 543595569, 548558686, 0.08, 0.32, 0.68, 0.48, -0.68, -0.03, 42.25
259240, 543597583, 548560700, 0.39, 0.66, 0.29, 0.27, -0.59, -0.02, 42.24
259241, 543599567, 548562684, 0.82, 0.43, 1.39, 0.13, -0.09, -0.01, 42.23
259242, 543601582, 548564699, 0.07, -0.18, 2.25, -0.09, 0.19, 0.03, 42.26
259243, 543603566, 548566683, -0.12, -0.39, 1.15, -0.12, 0.54, 0.03, 42.25
259244, 543605580, 548568697, -0.58, -0.59, 0.43, 0.01, 0.39, 0.00, 42.32
259245, 543607564, 548570681, -0.25, -0.18, 0.68, 0.42, -0.20, -0.01, 42.29
259246, 543609578, 548572695, 0.11, 0.44, 0.42, 0.44, -0.57, 0.01, 42.27
259247, 543611562, 548574679, 0.57, 0.85, 1.15, 0.27, -0.55, 0.00, 42.26
259248, 543613576, 548576693, 0.70, 0.45, 1.29, 0.07, -0.13, -0.01, 42.26
259249, 543615560, 548578677, 0.04, -0.30, 1.92, -0.12, 0.21, 0.02, 42.27
259250, 543617575, 548580692, -0.15, -0.60, 1.06, -0.09, 0.53, 0.02, 42.24
259251, 543619558, 548582675, -0.57, -0.64, 0.42, 0.03, 0.36, -0.01, 42.27
259252, 543621573, 548584690, -0.18, -0.05, 0.93, 0.42, -0.18, -0.01, 42.29
259253, 543623587, 548586704, 0.08, 0.55, 0.03, 0.42, -0.55, 0.01, 42.26
259254, 543625571, 548588688, 0.61, 0.92, 1.88, 0.33, -0.54, -0.00, 42.30
259255, 543627585, 548590702, 0.59, 0.43, 1.02, 0.02, -0.13, 0.01, 42.28
259256, 543629569, 548592686, -0.04, -0.28, 1.71, -0.15, 0.31, 0.02, 42.30
259257, 543631584, 548594701, -0.19, -0.73, 0.78, -0.09, 0.56, 0.01, 42.28
259258, 543633568, 548596685, -0.53, -0.66, 0.89, 0.05, 0.27, -0.00, 42.22
259259, 543635582, 548598699, -0.16, -0.05, 0.76, 0.40, -0.26, 0.01, 42.27
259260, 543637566, 548600683, 0.22, 0.63, 0.13, 0.40, -0.53, 0.02, 42.26
259261, 543639580, 548602697, 0.58, 0.88, 2.18, 0.36, -0.46, 0.00, 42.27
259262, 543641564, 548604681, 0.49, 0.53, 0.81, -0.03, -0.01, 0.01, 42.27
259263, 543643578, 548606695, -0.10, -0.27, 1.44, -0.17, 0.40, -0.00, 42.29
259264, 543645562, 548608679, -0.20, -0.78, 0.54, -0.09, 0.46, -0.03, 42.24
259265, 543647577, 548610694, -0.42, -0.72, 1.17, 0.09, 0.07, -0.02, 42.28
259266, 543649560, 548612677, -0.05, -0.03, 1.06, 0.35, -0.37, 0.02, 42.29
259267, 543651575, 548614692, 0.30, 0.50, 0.06, 0.39, -0.42, 0.04, 42.30
259268, 543653559, 548616676, 0.50, 0.91, 1.95, 0.39, -0.29, 0.04, 42.28
259269, 543655573, 548618690, 0.37, 0.58, 0.90, -0.03, 0.11, 0.05, 42.28
259270, 543657587, 548620704, -0.14, -0.20, 1.42, -0.19, 0.42, -0.01, 42.24
259271, 543659571, 548622688, -0.20, -0.83, 0.07, -0.11, 0.33, -0.05, 42.24
259272, 543661586, 548624703, -0.31, -0.67, 1.89, 0.14, -0.08, -0.05, 42.25
259273, 543663570, 548626687, -0.04, -0.07, 0.64, 0.33, -0.40, 0.00, 42.29
259274, 543665584, 548628701, 0.37, 0.52, 0.21, 0.39, -0.32, 0.04, 42.28
259275, 543667568, 548630685, 0.41, 0.88, 1.99, 0.34, -0.22, 0.06, 42.27
259276, 543669582, 548632699, 0.26, 0.52, 0.91, -0.04, 0.13, 0.07, 42.29
259277, 543671566, 548634683, -0.22, -0.16, 1.54, -0.19, 0.44, 0.00, 42.30
259278, 543673580, 548636697, -0.23, -0.84, -0.17, -0.12, 0.33, -0.05, 42.30
259279, 543675564, 548638681, -0.29, -0.60, 2.10, 0.19, -0.17, -0.04, 42.25
259280, 543677579, 548640696, 0.04, 0.04, 0.38, 0.36, -0.50, 0.00, 42.27
259281, 543679562, 548642679, 0.46, 0.55, 0.71, 0.43, -0.32, 0.02, 42.25
259282, 543681577, 548644694, 0.51, 0.91, 1.67, 0.24, -0.14, 0.06, 42.25
259283, 543683561, 548646678, 0.22, 0.28, 0.67, -0.08, 0.23, 0.06, 42.29
259284, 543685575, 548648692, -0.38, -0.23, 1.93, -0.20, 0.45, -0.00, 42.25
259285, 543687559, 548650676, -0.21, -0.87, -0.47, -0.10, 0.34, -0.06, 42.29
259286, 543689573, 548652690, -0.31, -0.37, 2.31, 0.26, -0.26, -0.04, 42.26
259287, 543691588, 548654705, 0.12, -0.03, -0.25, 0.40, -0.62, 0.00, 42.25
259288, 543693572, 548656689, 0.51, 0.77, 1.49, 0.42, -0.40, 0.02, 42.28
259289, 543695586, 548658703, 0.53, 0.79, 1.52, 0.12, -0.08, 0.07, 42.29
259290, 543697570, 548660687, 0.14, 0.21, 0.58, -0.10, 0.41, 0.07, 42.32
259291, 543699584, 548662701, -0.55, -0.38, 1.69, -0.17, 0.47, 0.00, 42.26
259292, 543701568, 548664685, -0.16, -0.91, -0.20, -0.08, 0.28, -0.06, 42.26
259293, 543703582, 548666699, -0.37, -0.42, 2.16, 0.27, -0.40, -0.05, 42.26
259294, 543705566, 548668683, 0.28, -0.08, -0.41, 0.44, -0.70, -0.01, 42.21
259295, 543707581, 548670698, 0.56, 0.88, 2.07, 0.43, -0.45, 0.04, 42.24
259296, 543709564, 548672681, 0.52, 0.89, 1.04, 0.09, -0.02, 0.09, 42.24
259297, 543711579, 548674696, -0.02, 0.23, 0.43, -0.11, 0.55, 0.06, 42.25
259298, 543713563, 548676680, -0.54, -0.35, 1.91, -0.17, 0.47, -0.02, 42.29
259299, 543715577, 548678694, -0.11, -0.83, 0.05, -0.10, 0.16, -0.09, 42.27
259300, 543717561, 548680678, -0.37, -0.47, 1.88, 0.27, -0.55, -0.06, 42.31
259301, 543719575, 548682692, 0.53, -0.05, 0.15, 0.50, -0.71, -0.01, 42.26
259302, 543721559, 548684676, 0.34, 0.77, 1.80, 0.40, -0.41, 0.06, 42.27
259303, 543723573, 548686690, -0.13, 0.24, 0.27, -0.13, 0.63, 0.07, 42.27
259304, 543725557, 548688674, -0.37, -0.36, 1.92, -0.14, 0.38, -0.03, 42.29
259305, 543727572, 548690689, -0.14, -0.66, 0.45, -0.07, 0.00, -0.11, 42.28
259306, 543729586, 548692703, -0.34, -0.48, 1.43, 0.30, -0.64, -0.08, 42.28
259307, 543731570, 548694687, 0.69, 0.03, 0.29, 0.54, -0.68, -0.03, 42.25
259308, 543733584, 548696701, 0.37, 0.74, 1.97, 0.33, -0.38, 0.07, 42.26
259309, 543735568, 548698685, 0.49, 0.69, 0.51, -0.00, 0.21, 0.13, 42.23
259310, 543737583, 548700700, -0.36, 0.12, 0.95, -0.17, 0.67, 0.09, 42.24
259311, 543739566, 548702683, -0.35, -0.46, 1.34, -0.08, 0.42, -0.00, 42.25
259312, 543741581, 548704698, -0.37, -0.47, 1.02, 0.01, -0.06, -0.08, 42.31
259313, 543743565, 548706682, -0.22, -0.38, 0.97, 0.33, -0.70, -0.09, 42.28
259314, 543745579, 548708696, 0.81, 0.20, 0.32, 0.53, -0.72, -0.06, 42.27
259315, 543747563, 548710680, 0.35, 0.59, 1.67, 0.25, -0.46, 0.04, 42.28
259316, 543749577, 548712694, 0.60, 0.57, 0.82, -0.02, 0.19, 0.11, 42.24
259317, 543751561, 548714678, -0.36, -0.04, 1.48, -0.17, 0.69, 0.09, 42.28
259318, 543753575, 548716692, -0.24, -0.51, 0.33, -0.07, 0.53, 0.02, 42.26
259319, 543755559, 548718676, -0.55, -0.37, 1.47, 0.08, -0.09, -0.04, 42.23
259320, 543757574, 548720691, -0.05, -0.29, 1.07, 0.39, -0.76, -0.07, 42.25
259321, 543759558, 548722675, 0.67, 0.36, 0.11, 0.46, -0.70, -0.07, 42.30
259322, 543761602, 548724719, 0.37, 0.64, 1.54, 0.18, -0.45, 0.02, 42.27
259323, 543763586, 548726703, 0.56, 0.35, 0.63, -0.01, 0.23, 0.08, 42.27
259324, 543765570, 548728687, -0.49, -0.02, 2.32, -0.14, 0.68, 0.07, 42.32
259325, 543767585, 548730702, -0.22, -0.54, -0.31, -0.08, 0.57, 0.01, 42.35
259326, 543769568, 548732685, -0.49, -0.26, 1.60, 0.12, -0.17, -0.03, 42.31
259327, 543771583, 548734700, 0.13, -0.33, 1.16, 0.46, -0.84, -0.06, 42.31
259328, 543773567, 548736684, 0.53, 0.41, 0.43, 0.37, -0.65, -0.04, 42.28
259329, 543775581, 548738698, 0.49, 0.58, 1.34, 0.11, -0.34, 0.05, 42.30
259330, 543777565, 548740682, 0.40, 0.30, 0.18, 0.02, 0.29, 0.10, 42.27
259331, 543779579, 548742696, -0.47, -0.01, 2.54, -0.08, 0.57, 0.07, 42.29
259332, 543781563, 548744680, -0.14, -0.39, -0.24, -0.09, 0.49, -0.01, 42.27
259333, 543783577, 548746694, -0.47, -0.25, 1.60, 0.14, -0.21, -0.05, 42.23
259334, 543785561, 548748678, 0.16, -0.35, 1.32, 0.47, -0.77, -0.07, 42.23
259335, 543787576, 548750693, 0.37, 0.50, 0.68, 0.27, -0.54, -0.04, 42.29
259336, 543789560, 548752677, 0.44, 0.49, 1.01, 0.11, -0.21, 0.04, 42.30
259337, 543791574, 548754691, 0.25, 0.23, 0.31, 0.05, 0.29, 0.08, 42.30
259338, 543793558, 548756675, -0.31, -0.15, 2.40, -0.05, 0.40, 0.06, 42.29
259339, 543795572, 548758689, 0.04, -0.39, -0.26, -0.11, 0.33, -0.00, 42.27
259340, 543797587, 548760704, -0.30, -0.19, 1.69, 0.18, -0.26, -0.02, 42.29
259341, 543799570, 548762687, 0.29, -0.16, 1.58, 0.50, -0.64, -0.02, 42.29
259342, 543801585, 548764702, 0.29, 0.56, 0.39, 0.21, -0.35, 0.00, 42.26
259343, 543803569, 548766686, 0.36, 0.50, 0.75, 0.08, -0.04, 0.04, 42.28
259344, 543805583, 548768700, 0.10, 0.23, 0.45, 0.01, 0.30, 0.05, 42.26
259345, 543807567, 548770684, -0.19, -0.36, 2.37, -0.06, 0.29, 0.02, 42.29
259346, 543809581, 548772698, 0.02, -0.44, -0.12, -0.11, 0.21, -0.02, 42.26
259347, 543811565, 548774682, -0.17, -0.24, 2.09, 0.24, -0.26, -0.02, 42.27
259348, 543813579, 548776696, 0.28, -0.15, 0.99, 0.50, -0.47, 0.01, 42.25
259349, 543815563, 548778680, 0.13, 0.62, 0.44, 0.16, -0.19, 0.04, 42.24
259350, 543817578, 548780695, 0.27, 0.69, 1.04, 0.08, 0.05, 0.06, 42.24
259351, 543819562, 548782679, 0.07, 0.17, 0.21, -0.00, 0.27, 0.04, 42.30
259352, 543821576, 548784693, -0.10, -0.32, 2.28, -0.03, 0.18, 0.00, 42.27
259353, 543823560, 548786677, -0.02, -0.42, 0.36, -0.10, 0.07, -0.04, 42.22
259354, 543825574, 548788691, -0.06, -0.34, 1.72, 0.26, -0.22, -0.03, 42.27
259355, 543827558, 548790675, 0.19, -0.11, 1.04, 0.45, -0.32, 0.01, 42.20
259356, 543829572, 548792689, 0.11, 0.61, 0.51, 0.13, -0.10, 0.04, 42.27
259357, 543831587, 548794704, 0.16, 0.59, 1.05, 0.08, 0.09, 0.06, 42.27
259358, 543833571, 548796688, 0.12, 0.12, 0.24, -0.02, 0.28, 0.03, 42.22
259359, 543835585, 548798702, 0.06, -0.26, 2.04, -0.00, 0.15, -0.01, 42.25
259360, 543837569, 548800686, 0.04, -0.42, 0.40, -0.04, -0.03, -0.04, 42.30
259361, 543839583, 548802700, 0.09, -0.27, 2.06, 0.26, -0.20, -0.03, 42.23
259362, 543841567, 548804684, 0.18, 0.12, 1.05, 0.36, -0.15, 0.02, 42.30
259363, 543843581, 548806698, 0.03, 0.41, 0.21, 0.11, 0.03, 0.05, 42.29
259364, 543845565, 548808682, -0.04, 0.51, 1.10, 0.08, 0.14, 0.05, 42.28
259365, 543847580, 548810697, 0.06, 0.08, 0.30, -0.03, 0.27, 0.01, 42.27
259366, 543849563, 548812680, 0.06, -0.36, 1.27, -0.01, 0.09, -0.02, 42.25
259367, 543851578, 548814695, 0.11, -0.37, 1.43, 0.03, -0.17, -0.04, 42.27
259368, 543853562, 548816679, 0.07, -0.19, 2.02, 0.28, -0.19, -0.01, 42.26
259369, 543855576, 548818693, 0.10, 0.21, 0.87, 0.29, 0.03, 0.04, 42.24
259370, 543857560, 548820677, 0.04, 0.38, 0.03, 0.09, 0.16, 0.05, 42.27
259371, 543859574, 548822691, 0.04, 0.53, 0.93, 0.09, 0.15, 0.04, 42.25
259372, 543861558, 548824675, 0.11, 0.18, 0.66, -0.05, 0.16, -0.00, 42.28
259373, 543863573, 548826690, 0.08, -0.47, 0.88, -0.01, 0.01, -0.04, 42.24
259374, 543865587, 548828704, 0.13, -0.37, 2.04, 0.10, -0.17, -0.04, 42.24
259375, 543867571, 548830688, -0.01, -0.32, 1.50, 0.23, -0.04, 0.01, 42.25
259376, 543869585, 548832702, 0.00, 0.21, 1.08, 0.22, 0.19, 0.05, 42.30
259377, 543871569, 548834686, -0.03, 0.37, 0.05, 0.08, 0.18, 0.06, 42.28
259378, 543873583, 548836700, 0.04, 0.53, 0.93, 0.14, 0.05, 0.03, 42.26
259379, 543875567, 548838684, 0.10, 0.36, 0.76, -0.00, 0.01, -0.02, 42.22
259380, 543877582, 548840699, 0.18, -0.42, 0.45, 0.01, -0.01, -0.06, 42.27
259381, 543879565, 548842682, 0.20, -0.24, 2.53, 0.10, -0.10, -0.05, 42.25
259382, 543881580, 548844697, -0.01, -0.41, 1.09, 0.13, 0.06, 0.01, 42.24
259383, 543883594, 548846711, -0.00, 0.12, 1.19, 0.16, 0.22, 0.05, 42.24
259384, 543885578, 548848695, -0.11, 0.13, 0.10, 0.09, 0.14, 0.07, 42.28
259385, 543887562, 548850679, 0.05, 0.44, 1.05, 0.17, 0.03, 0.05, 42.31
259386, 543889576, 548852693, 0.09, 0.39, 0.78, -0.01, -0.01, -0.00, 42.27
259387, 543891560, 548854677, 0.22, -0.27, 0.35, 0.07, 0.04, -0.07, 42.26
259388, 543893575, 548856692, 0.10, -0.02, 2.69, 0.15, -0.11, -0.07, 42.25
259389, 543895558, 548858675, -0.06, -0.34, 0.60, 0.08, 0.04, -0.02, 42.28
259390, 543897573, 548860690, -0.01, 0.08, 1.63, 0.07, 0.15, 0.02, 42.27
259391, 543899587, 548862704, -0.07, 0.02, 0.42, 0.06, 0.14, 0.05, 42.31
259392, 543901571, 548864688, 0.10, 0.36, 0.62, 0.17, 0.10, 0.06, 42.26
259393, 543903585, 548866702, 0.09, 0.29, 0.66, 0.03, -0.02, 0.02, 42.26
259394, 543905569, 548868686, 0.25, -0.30, 0.58, 0.10, 0.02, -0.05, 42.25
259395, 543907584, 548870701, 0.07, 0.03, 2.84, 0.12, -0.12, -0.04, 42.28
259396, 543909567, 548872684, 0.02, -0.25, 0.45, 0.06, 0.06, -0.01, 42.28
259397, 543911582, 548874699, -0.08, 0.17, 0.37, 0.09, 0.14, 0.03, 42.27
259398, 543913566, 548876683, -0.01, 0.36, 0.45, 0.14, 0.11, 0.02, 42.27
259399, 543915580, 548878697, 0.12, 0.25, 0.81, 0.05, -0.09, -0.02, 42.28
259400, 543917625, 548880742, 0.30, -0.30, 1.11, 0.08, -0.05, -0.08, 42.30
259401, 543919578, 548882695, -0.04, -0.22, 2.23, 0.05, -0.10, -0.03, 42.32
259402, 543921562, 548884679, -0.01, -0.36, 0.64, 0.06, 0.13, 0.03, 42.29
259403, 543923577, 548886694, -0.11, 0.06, 1.66, 0.09, 0.12, 0.08, 42.30
259404, 543925560, 548888677, -0.05, 0.35, 0.27, 0.13, 0.16, 0.07, 42.26
259405, 543927575, 548890692, 0.10, 0.55, 0.20, 0.12, 0.08, 0.01, 42.26
259406, 543929559, 548892676, 0.20, 0.32, 0.76, 0.09, -0.20, -0.06, 42.24
259407, 543931634, 548894751, 0.33, -0.13, 1.65, 0.06, -0.16, -0.11, 42.28
259408, 543933587, 548896704, -0.01, -0.42, 1.86, -0.03, -0.07, -0.06, 42.31
259409, 543935571, 548898688, -0.01, -0.49, 0.70, 0.02, 0.21, 0.03, 42.29
259410, 543937586, 548900703, -0.26, -0.18, 1.44, 0.09, 0.12, 0.10, 42.24
259411, 543939569, 548902686, -0.05, 0.40, 0.47, 0.14, 0.15, 0.10, 42.27
259412, 543941584, 548904701, 0.01, 0.60, 0.29, 0.10, 0.05, 0.04, 42.28
259413, 543943568, 548906685, 0.29, 0.44, 0.77, 0.18, -0.22, -0.05, 42.27
259414, 543945582, 548908699, 0.20, 0.11, 1.85, 0.07, -0.21, -0.12, 42.28
259415, 543947566, 548910683, -0.03, -0.40, 1.25, -0.10, -0.04, -0.09, 42.31
259416, 543949580, 548912697, 0.03, -0.49, 1.08, -0.04, 0.17, -0.01, 42.27
259417, 543951564, 548914681, -0.19, -0.36, 1.38, 0.07, 0.03, 0.08, 42.28
259418, 543953578, 548916695, 0.07, 0.31, 0.63, 0.14, 0.08, 0.11, 42.27
259419, 543955562, 548918679, 0.02, 0.49, 0.22, 0.09, 0.03, 0.07, 42.22
259420, 543957577, 548920694, 0.31, 0.45, 0.73, 0.24, -0.15, -0.01, 42.24
259421, 543959561, 548922678, 0.09, 0.29, 2.14, 0.08, -0.20, -0.07, 42.27
259422, 543961575, 548924692, 0.00, -0.20, 1.05, -0.13, 0.01, -0.09, 42.24
259423, 543963559, 548926676, -0.05, -0.47, 0.95, -0.08, 0.14, -0.05, 42.26
259424, 543965573, 548928690, -0.20, -0.45, 1.21, 0.05, -0.06, 0.02, 42.25
259425, 543967588, 548930705, 0.07, 0.22, 0.76, 0.11, -0.04, 0.06, 42.26
259426, 543969571, 548932688, 0.08, 0.35, 0.46, 0.08, -0.05, 0.04, 42.25
259427, 543971616, 548934733, 0.37, 0.39, 0.72, 0.25, -0.13, -0.00, 42.25
259428, 543973570, 548936687, 0.05, 0.24, 2.10, 0.07, -0.16, -0.02, 42.25
259429, 543975584, 548938701, 0.02, -0.14, 0.99, -0.14, 0.07, -0.04, 42.30
259430, 543977568, 548940685, -0.11, -0.42, 0.97, -0.10, 0.10, -0.01, 42.28
259431, 543979582, 548942699, -0.15, -0.37, 0.91, 0.08, -0.10, 0.03, 42.31
259432, 543981566, 548944683, 0.05, 0.23, 0.73, 0.11, -0.10, 0.04, 42.29
259433, 543983580, 548946697, 0.10, 0.37, 0.46, 0.11, -0.09, -0.00, 42.27
259434, 543985564, 548948681, 0.38, 0.37, 0.94, 0.21, -0.11, -0.04, 42.34
259435, 543987579, 548950696, 0.04, 0.10, 2.03, -0.00, -0.15, -0.05, 42.30
259436, 543989563, 548952680, 0.00, -0.16, 1.23, -0.14, 0.04, -0.04, 42.25
259437, 543991577, 548954694, -0.22, -0.48, 0.98, -0.08, 0.06, 0.01, 42.24
259438, 543993561, 548956678, -0.11, -0.26, 0.70, 0.10, -0.09, 0.05, 42.28
259439, 543995575, 548958692, 0.05, 0.27, 0.54, 0.12, -0.15, 0.06, 42.30
259440, 543997559, 548960676, 0.24, 0.41, 0.73, 0.15, -0.18, 0.02, 42.28
259441, 543999573, 548962690, 0.36, 0.43, 1.17, 0.16, -0.15, -0.03, 42.26
259442, 544001588, 548964705, 0.04, 0.09, 1.79, -0.04, -0.10, -0.04, 42.29
259443, 544003572, 548966689, -0.07, -0.20, 0.90, -0.15, 0.08, -0.04, 42.33
259444, 544005586, 548968703, -0.28, -0.47, 1.30, -0.08, 0.05, -0.01, 42.30
259445, 544007570, 548970687, -0.11, -0.18, 0.71, 0.07, -0.08, 0.01, 42.27
259446, 544009584, 548972701, 0.11, 0.23, 0.26, 0.12, -0.25, 0.02, 42.29
259447, 544011568, 548974685, 0.35, 0.30, 0.91, 0.21, -0.32, -0.00, 42.25
259448, 544013582, 548976699, 0.36, 0.41, 1.54, 0.12, -0.19, -0.01, 42.29
259449, 544015566, 548978683, 0.10, 0.21, 1.62, -0.06, 0.03, -0.00, 42.28
259450, 544017581, 548980698, -0.16, -0.23, 0.78, -0.15, 0.18, 0.00, 42.33
259451, 544019565, 548982682, -0.33, -0.39, 1.53, -0.06, 0.02, 0.01, 42.33
259452, 544021579, 548984696, -0.10, -0.12, 0.40, 0.04, -0.16, -0.00, 42.28
259453, 544023563, 548986680, 0.16, 0.06, 0.18, 0.14, -0.34, -0.01, 42.32
259454, 544025577, 548988694, 0.39, 0.26, 1.22, 0.24, -0.41, -0.02, 42.30
259455, 544027561, 548990678, 0.33, 0.40, 1.61, 0.06, -0.16, -0.00, 42.25
259456, 544029575, 548992692, 0.04, 0.19, 1.26, -0.08, 0.17, -0.00, 42.27
259457, 544031559, 548994676, -0.23, -0.24, 0.87, -0.13, 0.21, 0.01, 42.31
259458, 544033574, 548996691, -0.18, -0.33, 1.82, -0.02, -0.05, 0.01, 42.30
259459, 544035557, 548998674, -0.08, -0.11, 0.17, 0.01, -0.23, -0.01, 42.33
259460, 544037572, 549000689, 0.24, -0.08, -0.03, 0.17, -0.38, -0.02, 42.29
259461, 544039586, 549002703, 0.50, 0.41, 1.53, 0.26, -0.43, -0.00, 42.31
259462, 544041570, 549004687, 0.17, 0.27, 1.33, 0.03, -0.09, 0.02, 42.26
259463, 544043584, 549006701, -0.04, 0.27, 1.58, -0.09, 0.28, 0.00, 42.23
259464, 544045568, 549008685, -0.17, -0.26, 0.73, -0.12, 0.22, 0.00, 42.29
259465, 544047583, 549010700, -0.26, -0.37, 1.84, 0.00, -0.13, -0.00, 42.26
259466, 544049567, 549012684, -0.13, -0.15, 0.11, -0.01, -0.32, -0.03, 42.26
259467, 544051581, 549014698, 0.36, -0.14, -0.00, 0.23, -0.36, -0.04, 42.26
259468, 544053565, 549016682, 0.47, 0.46, 1.62, 0.30, -0.40, 0.00, 42.27
259469, 544055579, 549018696, 0.19, 0.34, 1.09, 0.03, -0.05, 0.03, 42.26
259470, 544057563, 549020680, -0.03, 0.35, 1.88, -0.13, 0.31, 0.01, 42.24
259471, 544059577, 549022694, -0.18, -0.23, 0.54, -0.15, 0.24, 0.01, 42.24
259472, 544061561, 549024678, -0.28, -0.25, 1.90, 0.03, -0.14, -0.00, 42.28
259473, 544063576, 549026693, -0.06, -0.19, 0.18, 0.00, -0.35, -0.05, 42.25
259474, 544065559, 549028676, 0.25, -0.33, -0.16, 0.23, -0.35, -0.06, 42.28
259475, 544067574, 549030691, 0.45, 0.51, 1.76, 0.24, -0.41, 0.00, 42.30
259476, 544069558, 549032675, 0.25, 0.24, 0.83, 0.05, -0.06, 0.04, 42.30
259477, 544071572, 549034689, -0.05, 0.35, 2.46, -0.08, 0.27, 0.05, 42.27
259478, 544073586, 549036703, -0.08, -0.17, 0.34, -0.14, 0.32, 0.05, 42.26
259479, 544075570, 549038687, -0.31, -0.11, 1.76, 0.05, -0.05, 0.01, 42.25
259480, 544077585, 549040702, -0.04, -0.21, 0.22, 0.06, -0.33, -0.07, 42.28
259481, 544079568, 549042685, 0.29, -0.25, -0.11, 0.21, -0.36, -0.10, 42.30
259482, 544081583, 549044700, 0.44, 0.40, 1.63, 0.17, -0.45, -0.04, 42.26
259483, 544083567, 549046684, 0.25, 0.01, 0.82, 0.08, -0.10, 0.02, 42.27
259484, 544085581, 549048698, -0.05, 0.40, 3.03, -0.05, 0.25, 0.07, 42.29
259485, 544087565, 549050682, -0.11, -0.18, -0.15, -0.15, 0.45, 0.09, 42.28
259486, 544089579, 549052696, -0.38, 0.01, 1.46, 0.06, 0.05, 0.03, 42.32
259487, 544091563, 549054680, 0.02, -0.14, 0.60, 0.13, -0.39, -0.06, 42.25
259488, 544093578, 549056695, 0.32, -0.14, 0.18, 0.16, -0.45, -0.10, 42.29
259489, 544095561, 549058678, 0.49, 0.30, 1.17, 0.14, -0.46, -0.04, 42.23
259490, 544097576, 549060693, 0.28, -0.10, 0.78, 0.12, -0.01, 0.02, 42.24
259491, 544099560, 549062677, -0.05, 0.32, 3.02, -0.06, 0.32, 0.08, 42.22
259492, 544101574, 549064691, -0.41, -0.01, 1.41, 0.08, 0.11, 0.00, 42.29
259493, 544103558, 549066675, 0.09, -0.11, 0.61, 0.21, -0.42, -0.10, 42.25
